text1,text2
长松老鹤不知岁,虚竹苍苔皆有情
充耳太平调,一身迷彩服
人间地狱双层厚,纸上家财万倍低
心宽除小我,意外得超然
情寄丹青，山水有灵欣可染,意讥世事，围城无奈叹钟书
八年抗战，同心戮力驱倭寇,七秩阅兵，亮剑扬威摄鬼魂
春色一帘难入梦,桃花满院自成诗
莫上高楼看柳色,尚留忠字映残阳
黄梅戏说天仙配,紫竹调歌山海经
斋主念书，又是石头记,子衿题赋，无非浪人词
繁茂林园，热汗染成千顷绿,攀升质量，丹心育出万桃红
速战,长征
亭前柳，月下笛，一江春水梅花引,镜中人，楼上曲，二色宫桃乳燕飞
科学发展利当代,低碳生活惠子孙
情缺失魂月,梦游过路人
纳垢藏污终是鬼,吞云吐雾欲成仙
警钟长响，声震中天扬正气,品德常修，情牵百姓荡清风
骊歌响起催人泪,乡曲沉吟诉客怀
城拱北辰通紫极,楼扶间气屹红尘
鸟探云中岳,蝉鸣陌上桑
萱草岂能忘积恨,女娲只解补青天
黄金水道过三峡,碧管油泉胜九江
梧雨凤苞润,松风鹤韵高
风雨依然青燕子,泉林不负白头翁
科技领航，线入千家驱黑暗,和谐引路，缆通万户送光明
身栖草舍，不忘口笔时诛丑,力鼎金銮，宽容与论更拾遗
燕剪春风裁绿叶,牛耕沃土种新禾
讨妻看舅,相女配夫
画面成谱，写尽尘世忠奸善恶,刻皮为影，演出人间是非曲直
白水同其静,黄花为我幽
西风胜似春柔，试梧桐聊分宴俎,斜河拟看星度，驻年华长在琐窗
四海风云怒,九洲黎庶愁
银瀑挂青山，白练高悬谁织就,丹枫燃赤焰，金波远漾梦飞扬
兰亭旧迹，蕴风流，千载斯文盛事,柳口新潮，咏经典，一番清雅华章
高路入云，一阵樵歌夹笑语,水天同色，几星渔火伴归舟
明月有恒，纪年合献九如颂,长春不老，添润当称百岁人
深夜仙踪临雨苑,春风有意动眠花
高人奇士他时史,潜德幽光此地碑
无力松花蛋,留心柳叶眉
庭树荫凉宜酌酒,苑花馥郁好居家
梅红羊奏凯旋曲,雪舞猴呈锦绣图
青红皆是辣,黄紫尽成甜
素玉飞寒冬写意,流金还暖秋抒情
明月双溪水,春风满县花
些许微凉回忆里,几分惆怅晚风中
滚滚清泉，引自三江九渎,潺潺甘露，流来万户千家
琼花曼舞银天地,瑞雪轻歌玉太空
翠鸟啼醒早春梦,艳阳融暖深秋寒
董子大儒，史游小学,高堂治礼，夏侯传书
同船已是百年情份，须当互济,共枕自然前世姻缘，千万珍惜
寒窗闻断梧桐雨,静夜听全桂树风
笔蘸风雷驱虎豹,杯斟日月动乾坤
红袖染香墨,家书抵万金
月色如霜，秋尽方思春梦远,云阶似水，风来又织雨丝长
溪云渐远篙声近,鹭鸟不惊月色沉
风停断岸松涛起,云擦晴峦画面开
化雨春风，洗尽冬寒添绿韵,生光夜月，驱除暮暗洒清辉
千古宽和惟德字,一分淳厚是仁心
各人自律,全家崇德
一生正气垂青史,两袖清风贯长虹
梦入广寒迷月桂,鲤腾黄水跃龙门
钓得虚名添白发,花光积蓄买青春
狮欲称雄须觉醒,国凭梦想要刷新
美人香草花园主,翠柳红桃水榭邻
天纵风毫涂雨幕,地纳水墨染河图
合什观音观自在,勤劳记者记新闻
城乡绿化千秋美,生态平衡万里春
争沾灵气，旅客沐浴海中海,竟祭厚德，渔民香焚仙外仙
妻美妾美客美，美丑自知,上赏中赏下赏，赏罚分明
桂花酿做谁家酒,柳叶裁成娘子衣
朝发夕至,送往迎来
风蕴寒香知菊绽,水滋暖土护花开
暮色垂沉思旧事,落花辗转叹流年
赋新词，翁妪承先为表帅,诵古韵，师生启后展风姿
早春二月花生日,仲夏端阳果熟时
钓客在鱼也在水,樵夫知树更知山
无巧对联不出手,有毒食物最伤肝
欢歌劲舞不眠夜,淡品清风浅醉弦
品茗一世，天井红茶，红红火火,对弈双方，地洞绿水，绿绿清清
桨入芦花疑雪落,舟横野渡看鸥飞
银杏摇风千蝶舞,碧波悬瀑九龙吟
花海行吟蝶恋花，花开美好,锦程迈步春铺锦，锦簇和谐
风月烟花地,江山水墨图
千锤百炼坚心志,三令五申守法规
日往烟萝，幽鸟相逐,月照华屋，碧松之阴
清修无俗气,醉梦有路花
千柱屋，千柱巧缀千千结,万佛岩，万佛同修万万年
二黑小芹堪典范,千秋树理荡新风
已入梅山春路近,初来竹苑月光明
掷地千金，夕阳手笔,出尘不染，明月胸襟
木秀四方，春风共沐荣桃李,金精百炼，朝气偕归富性灵
伴月斋闻籁,孤帆影赶霞
北国神农繁百草,中华圣药抵千金
些许心香同月醉,一帘花气共诗清
须向道中平贵贱,还从物外起田园
一个好,两家亲
惠政频施，百里新村同富裕,春风长驻，一方乐土共和谐
去妇因探邻舍枣,出妻为种后园葵
折柳且堪吟晚槛,采莲将欲寄同心
两,三
豆架,秧畦
虎豹,豺狼
顺遂高怀驰四海,发扬鱼品诵千秋
一管羊毫，喜书华夏新时代,三春碧水，相映枞阳美画图
万象昭苏涵旭日,百花吐艳舞春风
开心见日，阁台光景光台阁,举目赏春，山水画图画水山
喷薄东隅呈赤色,盛开小苑傲秋霜
苦雨愁风惊夜梦,光天化日赶瘟神
钓台圻上，俯看惊涛拍岸,吴囯洲边，静揽巨石旋风
水聚三河，涛浪涛声开画境,景移四季，波清波浊惹诗情
烛影摇红谁赋墨,霜天晓角独吟秋
悬崖道观半空里,梦幻人生一霎中
吟梅香冷齿,折柳翠盈肩
日寇侵华，芦沟炮火熊熊起,英雄抗战，铁马金戈滚滚来
知足知不足,有为有弗为
一园春闹莺声碎,遍地花开蝶影欢
一生多被诗书累,百劫难能慧眼开
雪韵荷香，引来五彩蝴蝶舞翩跹,桃红柳绿，带出三色鸳鸯戏流连
徒守井中天一角,躬行道上理三分
春为岁首,梅占花魁
云影催归燕,残声送暮蝉
山峦崇岱岳，崛峙巍峨出峻岭,河海润津沽，潆洄澎湃汇洪流
久慕太阳城，四合院中说冀梦,早知苏味道，一条街上诵唐诗
小河流水齐白石,寒梅傲雪周冰倩
一花一世界，见微知著,二奶二地天，傍势贪钱
廉洁似秋水,法治重如山
返书归璧,弱冠请缨
天静沙尘远,风流子性狂
修远人生路,抛光物欲心
傻瓜托付王婆卖,苦胆聊同勾践尝
报国传奇，多难兴邦因起舞,感人场景，枕戈待旦愿闻鸡
和风细雨春花艳,曼舞轻歌喜气洋
安知中无蛟龙种,而今人在凤麟洲
除恶失蹉跎，深计请传青史笔,守忠酬知遇，横流不变老臣心
江心岛峙流清远,胜境人来沐直温
诗推杜甫,赋拟扬雄
病人院中施手术,方求海外得心传
有药皆备,取材孔多
书有金石气,画存幽兰香
绿色园，蛙鼓浮萍，蝉鸣翠柳,野生态，鱼翔浅底，鸭戏清波
贪睡春风揉杏眼,爱哭晨露挂桃腮
先生扇莲社清风，刻画六书负鸿博,此地是桃溪深处，渊源一派溯龙泓
遍地云山皆幻境,几椽茅屋得安居
明镜映来新世界,小房玩出大名堂
草丛藏花貌，旁有茂林遮绿水,土岭建茅亭，状如戴笠钓渔翁
普法惠百姓,守律护自身
花落棋盘成妙手,泉流石径抚清音
云雾初开，晨光一派来天外,阁楼高耸，月色三更入画中
瘦梅横春画残雪,冷枫含秋送夏阴
穿石水，断木绳，教给世人多少理,过眼云，转身雾，浮沉宦海几分愚
胜地本来无定主,英才咸喜遇明时
鳌眼铸神奇，岛上油盐何殆尽,蟠矶添趣雅，人间善恶定逢缘
大江东去，一樽还酹西江月,古道龙蟠，众口咸吟蜀道难
股海无常须自警,天心有意励人勤
四面湖光映笑靥，随君嬉戏,一河碧水推轻舟，任我去来
爆竹飞花，四海升平歌富有,金风献瑞，九州安定纳祯祥
老鬼摩肩阿佬至,昏鸦宿树有藤枯
迟迟绿意因何远,淡淡红香为蝶开
障了一心盲二目,喝完几口坐三周
帘前春色应须惜,身外浮名何足论
燕剪祥云镶福字,春铺丽锦拓龙文
鬼子入村烧抢杀,圣人开国夏商周
提壶邀月饮,酌句倚风裁
年年有酒同春醉,月月少花为事忙
春深渐逝桃花味,绿老难忘竹叶青
蝉吮柳芯不畏苦,鬼游龙井也从容
过硬功夫无上下,远虚名者任浮沉
虎伏天门，雄风长在,剑开石路，险象环生
云起风生花写意,乐停舞住女休息
映雀沉山，鸟语湖边聆鸟语,临风酹酒，荷花亭里赏荷花
风云六十年，尧天舜域翻新唱,诗画万千卷，皖水巢湖绽笑颜
挚弟携朋同事主,斥邪辟妄共沾恩
山药亦可填导弹,水烟不能下油锅
心中无半点事,眼前有十二孙
倾国营假宝,武汉练真功
雅举频施，圆大联人梦想,诚心倍至，创新国粹书刊
才华横溢善居下,技艺高超好创新
羊旺三阳泰,雪消五谷丰
龙门泉石香山月,蓬莱烟霞阆苑钟
数点梅花，都散入春风杨柳,几多经历，尽化成秋水文章
戚戚小人，患其得患其未得,谦谦君子，有所为有所不为
闷夜,惊雷
舟水相逢多利弊,江天寥廓更雄浑
才信倾城是真语,不如持我决浮云
带烟插柳阴虽瘦,趁雨栽荷绿已肥
风狂雨啸，残花落地惊春梦,电闪雷鸣，衰日沉洋喻世人
善解风情为雅士,爱牵红线是媒人
书画琴棋不入梦,诗词歌赋可陶情
指点江山添抱负,胸怀日月不迷离
心事闲谈三两字,公伤枉算死一回
花信篇篇催绿返,榆钱串串买春归
念佛求往生净土,观心以解脱幻身
骏逸笔墨书祥瑞,道德文章伴晚年
无花果开花结果,有雨云覆雨乱云
龙阁,鹤厅
盛世修文昌国粹,太平撰对振联坛
雪炼寒江作水晶，神工鬼斧,风雕峭壁成石画，妙手匠心
桃红柳绿春似锦,花好月圆笑如歌
豪情啸大江，醉搭桅弓射奸贼,壮志怀天下，猛挥峰剑斩贪官
报国争当追梦者,迎春乐作领头羊
荷败莲残，落叶归根成老藕,禾黄稻熟，吹糠见米现新粮
空杯可纳千江水,一叶堪察万里秋
闲庭看柳几分月,静夜听花一处幽
倚杖看云，翦灯听雨,赏梅催雪，折柳穿鱼
万山不隔中秋月,百年复见黄河清
月争鸣、泉争鸣，互题清澈春晖谢,风合咏、蛙合咏，相赠恬然夜色潇
出世一横飞甲,浮生闲数落花
暂对松杉如结社,启期天地易知恩
权系民生，身化廉风排腐气,政颁仁策，情如春雨润神州
融汇自然，天地人和三阳开泰,遵循法理，气时运顺万事亨通
欲伴清溪吟竹月,暗伏拙笔渡春秋
清闲是福，且就诗文下酒,散淡如云，总与笔墨关情
清花雕玉液,假酒烂心扉
平安竹,长寿花
大帽子压人，来头不小,花姑娘上轿，满面春风
凤仙飞过生熟地,杜鹃衔来金银花
一壶醉在晨钟处,大梦藏于山水间
党中央惠农、支农、富农，农民喜,老百姓迎春、闹春、乐春，春意浓
股市飘红都满意,面容泛绿总伤心
荷伞遮阳鱼作乐,竹帘卷雨鸟谈天
厨有佳肴凭技艺,房销酱汁靠工勤
楚汉相争，因动地惊天、风流千古,将军犹在，曾于家为国、讴颂一方
秋夜正圆三五月,春寒又别几重山
墨客会文人，对对复对对,情侣邀舞伴，双双又双双
听竹渐入无人境,读月若临不夜天
宝马进门，才算小康序曲,铁牛下地，方为大有欢歌
笑指江山，点点春秋处,闲思岁月，年年雨浪中
落红片片卜心事,归雁声声伤别愁
月隐山幽蝉声寂,星沉水荡印影寒
常将景致前瞻去,莫使流年后悔来
浮云岂可常遮日,落叶应能自得秋
匾嵌箴言含哲理,柜藏宝籍蕴华章
幸福传诗，一笛春风谐凤韵,温馨捧酒，万家暖意启龙年
诸葛三君龙虎狗，蜀吴魏各居其一,世间百态地天人，上下中自有大千
往事难追，残成一地黄花瘦,诗情不老，溢作满空淡月香
着意访梅无雪伴,邀友踏青迎春来
巧作文章书画意,信由墨色古今情
小苑庭前芳草绿,斋堂桌上菜根香
秦观汉书晋帖隋帝,鸡听鸭语李代桃僵
闲对楸枰敲玉子,静观棋局作金人
青山椅，明月灯，陆贾说新语,胜地席，祥云宴，游人沐春风
山立望儿，千秋万古传佳话,馆称慈母，四海九州播爱心
虹收千嶂雨,影入一枝花
宾至诗心燠,友聚翰墨香
春风抱梦，于心有悟拈花笑,山水纵情，偏我无求伴鹤闲
残枝筛碎月,微露滴塞云
清风不醉壶中酒,明月常缠梦里人
砚田小试犁春笔,商海高扬致富帆
何事秋风恼,无由冷月囚
对舞蜻蜓随上下,分飞劳燕任东西
柴门闻犬吠,天井进光辉
归隐深山不问世,闭关锁国尽愚民
火海,金莲
阳春白雪，秦淮河畔柳如是,艺术人生，戏剧银屏李默然
嚼完皮肉喝汤，数肋条多少,咂碎骨头吸髓，看油水几何
邂逅,重逢
饮尽青春诗笔老,歌罢岁月曲调新
孝义高怀诚可敬,普施雅量实堪钦
夜读秋窗，纵观文史知千古,手谈书屋，常待友人到五更
大笔描春，淮上春光红似火,小康织锦，凤台锦绣美如画
大治年中兴伟业,小康路上启新猷
广播电视,小号光标
深墙残院梧桐锁,冷雨寒塘菡萏枯
稀声道隐方为隐,大象形无不是无
旧事重提心已淡,斯人独醉意阑珊
乌金黄土故地,白羊绿野新郊
蓝氏畲家称望族,闵公庆父作冤头
帘卷西风，窗外晚蝉余倦唱,冰封北国，东方晨色一铺红
泡浴舒筋活络,按摩健体养身
梦醉桃花面,天裁羊角尖
兰亭听雨留人醉,柳榭吟风兴致高
班固挥毫，千姿百态牡丹绽,唐僧并掌，五岳三川佛手扬
好趁清风开卷帙,且随明月捣僧衣
八星谈天，三带说地,四宗异教，五族同人
穷途落拓，休提名士多神气,老眼昏花，错认春风是故人
嫦娥赴月，欢歌展示中国梦,骐骥腾云，劲舞迎来小康年
建设文明花似锦,丰收物质玉如烟
南风夏木鸣知了,老酒生姜却病乎
不容易,无困难
春风拂柳相思乱,河岸随波逗趣闲
秦淮水榭花开早,粤地蝉鸣草已春
廉泉多爽口,百姓好舒心
小院折花鸣翠袖,空阶见月吠黄昏
玉树芳兰，满园花醉三千客,风霜日月，六秩汗浇十万株
洗却尘埃身自洁,抛开名利胆尤雄
孤舟月满篷，笑艳秋莲生绿浦,齐歌云绕扇，缥渺霓裳飞碧空
一官一邑，历两荐卓异而归隐,三代三日，合百龄上寿为美谈
说法声如狮吼,挥毫势若龙飞
雁信无凭，相思催白发,音容难觅，泪水湿青衫
跃马扬鞭芳草地,闻鸡起舞杏花天
大道通歧路,贪官有后台
虎啸新天，吼来春色神州美,民逢善政，迈上鹏程骏业娇
学贯中西，无愧神州儿女,志存高远，敢超浩宇鲲鹏
闹中生禅意,静里起善心
闲情懒与俗人论,醉趣休同醒者传
辞章奔放若天马,简帖古秀临来禽
清风惠我，游子思乡逢诞日,才笔欢心，中秋望月寄团圆
楚汉地盘，将帅起兵争霸主,元明词赋，秀才奋笔写佳人
地势,山形
鹤楼仙子迹,龙屋客家风
黄土花开山旦旦,金秋染就玉瑶瑶
双指印,同心栀
创优良环境，迎来锦绣春常驻,建生态文明，实现小康梦更香
洼地,高原
肥胖四因，汤糖躺烫,健美秘方，常唱昶畅
战神终白起,勇冠数黄忠
文物京华盛,风光故国新
彩笔长挥，丽锦美图妆一馆,佳篇乐读，书香花气漾三春
三秩风流，引凤聚高梧，举旗以奋,两行大雅，和龙吟碧宇，为梦而歌
诗犹留梦难医俗,石不能言最动情
欲把相思诉明月,恨无消息寄嫦娥
同心生活能真爱,携手高科才是情
竟惹杨朱歧路泣,莫嘲王济本家痴
树立功勋酬壮志,铨衡利弊展宏猷
莫说二十年重新好汉,矜夸三五件利益后人
春风得意花君醉,细雨抒情月老闲
风流月下花心动,浪荡人间志气消
凌霜秋菊花枝俏,映日红棉血气刚
青山聚萃生骐骥,大木凌风作栋梁
制鲸北海无关我,采菊东篱一径秋
羊驻门庭能聚宝,猴腾天宇可招财
虽是中秋，忙中度过无旁顾,如非国庆，为国原来有远行
一路辉煌，企业大扬龙气魄,多元发展，集团自有海胸怀
偶纵心鹤入三岛,常放形骸忘四时
